DHB,year,sex,cancer,incidence_num,incidence_rate
Waikato,2019,Female,Pancreas,40,9.6
Wairarapa,2019,Female,Pancreas,3,0
Waitemata,2019,Female,Pancreas,30,5.9
West Coast,2019,Female,Pancreas,6,17.5
Whanganui,2019,Female,Pancreas,7,9.5
All New Zealand,2019,Female,Thyroid,257,8.6
Auckland,2019,Female,Thyroid,37,12.9
Bay of Plenty,2019,Female,Thyroid,14,9.4
Canterbury,2019,Female,Thyroid,31,9.3
Capital & Coast,2019,Female,Thyroid,13,6.6
Counties Manukau,2019,Female,Thyroid,33,10.2
Hawke's Bay,2019,Female,Thyroid,5,0
Hutt Valley,2019,Female,Thyroid,8,10.1
Lakes,2019,Female,Thyroid,7,8.3
MidCentral,2019,Female,Thyroid,13,11.8
Nelson Marlborough,2019,Female,Thyroid,2,0
Northland,2019,Female,Thyroid,10,9.6
Southern,2019,Female,Thyroid,17,6.9
Tairawhiti,2019,Female,Thyroid,2,0
Taranaki,2019,Female,Thyroid,3,0
Waikato,2019,Female,Thyroid,22,9.5
Wairarapa,2019,Female,Thyroid,2,0
Waitemata,2019,Female,Thyroid,33,8.6
Whanganui,2019,Female,Thyroid,4,0
All New Zealand,2019,Female,Uterine,688,18.4
Auckland,2019,Female,Uterine,58,18.6
Bay of Plenty,2019,Female,Uterine,37,18.1
Canterbury,2019,Female,Uterine,63,14.2
Capital & Coast,2019,Female,Uterine,30,13.2
Counties Manukau,2019,Female,Uterine,98,27.8
Hawke's Bay,2019,Female,Uterine,25,16.8
Hutt Valley,2019,Female,Uterine,28,23.7
Lakes,2019,Female,Uterine,15,16
MidCentral,2019,Female,Uterine,26,15.9
Nelson Marlborough,2019,Female,Uterine,21,12.3
Northland,2019,Female,Uterine,45,27.9
South Canterbury,2019,Female,Uterine,11,17.9
Southern,2019,Female,Uterine,48,17.8
Tairawhiti,2019,Female,Uterine,8,22.1
Taranaki,2019,Female,Uterine,21,18.4
Waikato,2019,Female,Uterine,48,14.6
Wairarapa,2019,Female,Uterine,5,0
Waitemata,2019,Female,Uterine,73,16
West Coast,2019,Female,Uterine,11,40.8
Whanganui,2019,Female,Uterine,15,20.9
All New Zealand,2020,Female,Breast,3440,93.2
Auckland,2020,Female,Breast,298,89.1
Bay of Plenty,2020,Female,Breast,195,91.8
Canterbury,2020,Female,Breast,383,91.2
Capital & Coast,2020,Female,Breast,222,97.2
Counties Manukau,2020,Female,Breast,347,96
Hawke's Bay,2020,Female,Breast,155,108.6
Hutt Valley,2020,Female,Breast,104,88.2
Lakes,2020,Female,Breast,80,99.1
MidCentral,2020,Female,Breast,136,96.4
Nelson Marlborough,2020,Female,Breast,126,90.5
Northland,2020,Female,Breast,171,110
South Canterbury,2020,Female,Breast,46,79.9
Southern,2020,Female,Breast,249,95.5
Tairawhiti,2020,Female,Breast,28,69.2
Taranaki,2020,Female,Breast,94,97.5
Waikato,2020,Female,Breast,278,87
Wairarapa,2020,Female,Breast,38,91.8
Waitemata,2020,Female,Breast,408,89.4
West Coast,2020,Female,Breast,19,80.2
Whanganui,2020,Female,Breast,58,100.5
All New Zealand,2020,Female,Colorectal,1572,35.4
Auckland,2020,Female,Colorectal,112,30.4
Bay of Plenty,2020,Female,Colorectal,104,35.8
Canterbury,2020,Female,Colorectal,205,40.4
Capital & Coast,2020,Female,Colorectal,64,25.2
Counties Manukau,2020,Female,Colorectal,129,33.1
Hawke's Bay,2020,Female,Colorectal,76,43.7
Hutt Valley,2020,Female,Colorectal,35,27.5
Lakes,2020,Female,Colorectal,39,37.5
MidCentral,2020,Female,Colorectal,66,31.3
Nelson Marlborough,2020,Female,Colorectal,58,34
Northland,2020,Female,Colorectal,71,32.7
South Canterbury,2020,Female,Colorectal,27,36.5
Southern,2020,Female,Colorectal,172,54.4
Tairawhiti,2020,Female,Colorectal,19,36
Taranaki,2020,Female,Colorectal,41,31.8
Waikato,2020,Female,Colorectal,134,34.3
Wairarapa,2020,Female,Colorectal,18,37.7
Waitemata,2020,Female,Colorectal,149,27.3
West Coast,2020,Female,Colorectal,11,30.5
Whanganui,2020,Female,Colorectal,37,51.3
All New Zealand,2020,Female,Leukaemia,287,7.2
Auckland,2020,Female,Leukaemia,13,4.3
Bay of Plenty,2020,Female,Leukaemia,10,4.7
Canterbury,2020,Female,Leukaemia,33,7
Capital & Coast,2020,Female,Leukaemia,20,8.8
Counties Manukau,2020,Female,Leukaemia,22,6.1
Hawke's Bay,2020,Female,Leukaemia,12,7.7
Hutt Valley,2020,Female,Leukaemia,15,12.2
Lakes,2020,Female,Leukaemia,5,0
MidCentral,2020,Female,Leukaemia,9,6
Nelson Marlborough,2020,Female,Leukaemia,8,3.5
Northland,2020,Female,Leukaemia,13,7.3
South Canterbury,2020,Female,Leukaemia,8,10.7
Southern,2020,Female,Leukaemia,26,8.1
Tairawhiti,2020,Female,Leukaemia,1,0
Taranaki,2020,Female,Leukaemia,8,7.5
Waikato,2020,Female,Leukaemia,34,10.2
Wairarapa,2020,Female,Leukaemia,6,19.8
Waitemata,2020,Female,Leukaemia,34,6.9
Whanganui,2020,Female,Leukaemia,7,9.8
All New Zealand,2020,Female,Lung,1256,27.2
Auckland,2020,Female,Lung,92,24.9
Bay of Plenty,2020,Female,Lung,76,26.8
Canterbury,2020,Female,Lung,141,25.5
Capital & Coast,2020,Female,Lung,53,19.6
Counties Manukau,2020,Female,Lung,136,33
Hawke's Bay,2020,Female,Lung,67,36.1
Hutt Valley,2020,Female,Lung,38,26.9
Lakes,2020,Female,Lung,45,43
MidCentral,2020,Female,Lung,58,30
Nelson Marlborough,2020,Female,Lung,36,20.1
Northland,2020,Female,Lung,76,35.2
South Canterbury,2020,Female,Lung,15,22.9
Southern,2020,Female,Lung,81,22.3
Tairawhiti,2020,Female,Lung,16,34.2
Taranaki,2020,Female,Lung,30,22.7
Waikato,2020,Female,Lung,111,27
Wairarapa,2020,Female,Lung,17,32.3
Waitemata,2020,Female,Lung,128,24.7
West Coast,2020,Female,Lung,12,34.9
Whanganui,2020,Female,Lung,26,30.2
All New Zealand,2020,Female,Melanoma,1165,29.6
Auckland,2020,Female,Melanoma,91,26.9
Bay of Plenty,2020,Female,Melanoma,74,35.1
Canterbury,2020,Female,Melanoma,140,30.5
Capital & Coast,2020,Female,Melanoma,62,26.7
Counties Manukau,2020,Female,Melanoma,74,19.3
Hawke's Bay,2020,Female,Melanoma,30,20.1
Hutt Valley,2020,Female,Melanoma,46,33.7
Lakes,2020,Female,Melanoma,31,34.4
MidCentral,2020,Female,Melanoma,56,34.8
Nelson Marlborough,2020,Female,Melanoma,51,32.2
Northland,2020,Female,Melanoma,55,29.4
South Canterbury,2020,Female,Melanoma,27,50.4
Southern,2020,Female,Melanoma,66,24
Tairawhiti,2020,Female,Melanoma,7,19.7
Taranaki,2020,Female,Melanoma,36,42.3
Waikato,2020,Female,Melanoma,104,30
Wairarapa,2020,Female,Melanoma,20,41.5
Waitemata,2020,Female,Melanoma,163,33.5
West Coast,2020,Female,Melanoma,7,24
Whanganui,2020,Female,Melanoma,23,38.5
All New Zealand,2020,Female,Non-Hodgkin lymphoma,442,10.4
Auckland,2020,Female,Non-Hodgkin lymphoma,28,7.3
Bay of Plenty,2020,Female,Non-Hodgkin lymphoma,28,9.9
Canterbury,2020,Female,Non-Hodgkin lymphoma,55,12.1
Capital & Coast,2020,Female,Non-Hodgkin lymphoma,18,7.3
Counties Manukau,2020,Female,Non-Hodgkin lymphoma,40,10.2
Hawke's Bay,2020,Female,Non-Hodgkin lymphoma,16,9.4
Hutt Valley,2020,Female,Non-Hodgkin lymphoma,19,14.9
Lakes,2020,Female,Non-Hodgkin lymphoma,15,15.6
MidCentral,2020,Female,Non-Hodgkin lymphoma,15,9.5
Nelson Marlborough,2020,Female,Non-Hodgkin lymphoma,22,14.2
Northland,2020,Female,Non-Hodgkin lymphoma,17,7.4
South Canterbury,2020,Female,Non-Hodgkin lymphoma,5,0
Southern,2020,Female,Non-Hodgkin lymphoma,27,9
Tairawhiti,2020,Female,Non-Hodgkin lymphoma,4,0
Taranaki,2020,Female,Non-Hodgkin lymphoma,9,7.6
Waikato,2020,Female,Non-Hodgkin lymphoma,45,11.5
Wairarapa,2020,Female,Non-Hodgkin lymphoma,10,17.9
Waitemata,2020,Female,Non-Hodgkin lymphoma,60,11.6
West Coast,2020,Female,Non-Hodgkin lymphoma,3,0
Whanganui,2020,Female,Non-Hodgkin lymphoma,5,0
All New Zealand,2020,Female,Ovarian,272,7.3
Auckland,2020,Female,Ovarian,28,8.1
Bay of Plenty,2020,Female,Ovarian,16,7
Canterbury,2020,Female,Ovarian,40,10.2
Capital & Coast,2020,Female,Ovarian,23,10.4
Counties Manukau,2020,Female,Ovarian,22,6.1
Hawke's Bay,2020,Female,Ovarian,10,5.9
Hutt Valley,2020,Female,Ovarian,8,6.7
Lakes,2020,Female,Ovarian,9,11
MidCentral,2020,Female,Ovarian,6,4.7
Nelson Marlborough,2020,Female,Ovarian,10,7.2
Northland,2020,Female,Ovarian,12,6.3
South Canterbury,2020,Female,Ovarian,5,0
Southern,2020,Female,Ovarian,22,7.6
Tairawhiti,2020,Female,Ovarian,5,0
Taranaki,2020,Female,Ovarian,16,13.4
Waikato,2020,Female,Ovarian,12,3.5
Wairarapa,2020,Female,Ovarian,2,0
Waitemata,2020,Female,Ovarian,19,4.7
West Coast,2020,Female,Ovarian,1,0
Whanganui,2020,Female,Ovarian,5,0
All New Zealand,2020,Female,Pancreas,396,8.3
Auckland,2020,Female,Pancreas,37,9
Bay of Plenty,2020,Female,Pancreas,21,7.9
Canterbury,2020,Female,Pancreas,51,9.3
Capital & Coast,2020,Female,Pancreas,21,8.1
Counties Manukau,2020,Female,Pancreas,31,7.4
Hawke's Bay,2020,Female,Pancreas,13,7.1
Hutt Valley,2020,Female,Pancreas,9,6.1
Lakes,2020,Female,Pancreas,8,7.1
MidCentral,2020,Female,Pancreas,18,8.2
Nelson Marlborough,2020,Female,Pancreas,11,6.2
Northland,2020,Female,Pancreas,14,7.2
South Canterbury,2020,Female,Pancreas,6,7.4
Southern,2020,Female,Pancreas,34,9.5
Tairawhiti,2020,Female,Pancreas,5,0
Taranaki,2020,Female,Pancreas,16,11.9
Waikato,2020,Female,Pancreas,47,10.4
Wairarapa,2020,Female,Pancreas,7,13.5
Waitemata,2020,Female,Pancreas,37,6.5
West Coast,2020,Female,Pancreas,4,0
Whanganui,2020,Female,Pancreas,5,0
All New Zealand,2020,Female,Thyroid,262,8.7
Auckland,2020,Female,Thyroid,37,11.7
Bay of Plenty,2020,Female,Thyroid,12,6.7
Canterbury,2020,Female,Thyroid,27,7.6
Capital & Coast,2020,Female,Thyroid,20,10.7
Counties Manukau,2020,Female,Thyroid,33,9.9
Hawke's Bay,2020,Female,Thyroid,9,8.7
Hutt Valley,2020,Female,Thyroid,6,6.1
Lakes,2020,Female,Thyroid,13,20.2
MidCentral,2020,Female,Thyroid,9,9
Nelson Marlborough,2020,Female,Thyroid,5,0
Northland,2020,Female,Thyroid,9,6.5
South Canterbury,2020,Female,Thyroid,2,0
Southern,2020,Female,Thyroid,8,3.6
Tairawhiti,2020,Female,Thyroid,1,0
Taranaki,2020,Female,Thyroid,5,0
Waikato,2020,Female,Thyroid,20,8.4
Wairarapa,2020,Female,Thyroid,2,0
Waitemata,2020,Female,Thyroid,40,10.7
West Coast,2020,Female,Thyroid,1,0
Whanganui,2020,Female,Thyroid,2,0
All New Zealand,2020,Female,Uterine,723,18.8
Auckland,2020,Female,Uterine,69,20.3
Bay of Plenty,2020,Female,Uterine,28,11.3
Canterbury,2020,Female,Uterine,75,16
Capital & Coast,2020,Female,Uterine,45,19
Counties Manukau,2020,Female,Uterine,99,27.9
Hawke's Bay,2020,Female,Uterine,32,18.3
Hutt Valley,2020,Female,Uterine,27,24.8
Lakes,2020,Female,Uterine,28,28.9
MidCentral,2020,Female,Uterine,18,11.4
Nelson Marlborough,2020,Female,Uterine,19,12.9
Northland,2020,Female,Uterine,29,16.5
South Canterbury,2020,Female,Uterine,11,20.4
Southern,2020,Female,Uterine,48,18.4
Tairawhiti,2020,Female,Uterine,3,0
Taranaki,2020,Female,Uterine,20,18.9
Waikato,2020,Female,Uterine,62,18.1
Wairarapa,2020,Female,Uterine,5,0
Waitemata,2020,Female,Uterine,90,19.6
West Coast,2020,Female,Uterine,3,0
Whanganui,2020,Female,Uterine,12,18.3
West Coast,2013,Female,Leukaemia,0,0
West Coast,2013,Female,Thyroid,0,0
South Canterbury,2015,Female,Thyroid,0,0
Tairawhiti,2015,Female,Ovarian,0,0
West Coast,2015,Female,Ovarian,0,0
West Coast,2015,Female,Thyroid,0,0
Wairarapa,2016,Female,Pancreas,0,0
West Coast,2017,Female,Leukaemia,0,0
West Coast,2017,Female,Thyroid,0,0
Tairawhiti,2018,Female,Ovarian,0,0
Tairawhiti,2018,Female,Thyroid,0,0
South Canterbury,2019,Female,Thyroid,0,0
Tairawhiti,2019,Female,Ovarian,0,0
West Coast,2019,Female,Thyroid,0,0
West Coast,2020,Female,Leukaemia,0,0
All New Zealand,2011,AllSex,Breast,2900,48.6
Auckland,2011,AllSex,Breast,277,51.8
Bay of Plenty,2011,AllSex,Breast,187,58.1
Canterbury,2011,AllSex,Breast,317,43.4
Capital & Coast,2011,AllSex,Breast,198,54.4
Counties Manukau,2011,AllSex,Breast,257,45.6
Hawke's Bay,2011,AllSex,Breast,127,53.7
Hutt Valley,2011,AllSex,Breast,100,52.6
Lakes,2011,AllSex,Breast,75,57.3
MidCentral,2011,AllSex,Breast,106,44.8
Nelson Marlborough,2011,AllSex,Breast,83,36.6
Northland,2011,AllSex,Breast,115,50
South Canterbury,2011,AllSex,Breast,38,44.1
Southern,2011,AllSex,Breast,231,51.7
Tairawhiti,2011,AllSex,Breast,23,33.2
Taranaki,2011,AllSex,Breast,79,45
Waikato,2011,AllSex,Breast,245,49.4
Wairarapa,2011,AllSex,Breast,22,31.8
Waitemata,2011,AllSex,Breast,341,48
West Coast,2011,AllSex,Breast,23,43.2
Whanganui,2011,AllSex,Breast,50,53.5
All New Zealand,2011,AllSex,Colorectal,2990,43.9
Auckland,2011,AllSex,Colorectal,229,39.4
Bay of Plenty,2011,AllSex,Colorectal,171,41.1
Canterbury,2011,AllSex,Colorectal,399,48.3
Capital & Coast,2011,AllSex,Colorectal,140,35.9
Counties Manukau,2011,AllSex,Colorectal,246,42.3
Hawke's Bay,2011,AllSex,Colorectal,119,43
Hutt Valley,2011,AllSex,Colorectal,85,41.8
Lakes,2011,AllSex,Colorectal,72,48.1
MidCentral,2011,AllSex,Colorectal,115,38.6
Nelson Marlborough,2011,AllSex,Colorectal,127,46.5
Northland,2011,AllSex,Colorectal,119,40.5
South Canterbury,2011,AllSex,Colorectal,83,69.3
Southern,2011,AllSex,Colorectal,257,48.9
Tairawhiti,2011,AllSex,Colorectal,21,29.3
Taranaki,2011,AllSex,Colorectal,98,49.6
Waikato,2011,AllSex,Colorectal,266,45.6
Wairarapa,2011,AllSex,Colorectal,31,38.6
Waitemata,2011,AllSex,Colorectal,328,42.8
West Coast,2011,AllSex,Colorectal,30,50.9
Whanganui,2011,AllSex,Colorectal,51,39
All New Zealand,2011,AllSex,Kidney,520,8.4
Auckland,2011,AllSex,Kidney,39,6.9
Bay of Plenty,2011,AllSex,Kidney,25,6.5
Canterbury,2011,AllSex,Kidney,83,11.4
Capital & Coast,2011,AllSex,Kidney,24,6.6
Counties Manukau,2011,AllSex,Kidney,41,7.2
Hawke's Bay,2011,AllSex,Kidney,16,6.6
Hutt Valley,2011,AllSex,Kidney,14,7.4
Lakes,2011,AllSex,Kidney,14,9.1
MidCentral,2011,AllSex,Kidney,18,7.4
Nelson Marlborough,2011,AllSex,Kidney,16,6.4
Northland,2011,AllSex,Kidney,20,7
South Canterbury,2011,AllSex,Kidney,10,10.9
Southern,2011,AllSex,Kidney,56,11.8
Tairawhiti,2011,AllSex,Kidney,8,12.5
Taranaki,2011,AllSex,Kidney,18,9.6
Waikato,2011,AllSex,Kidney,42,8
Wairarapa,2011,AllSex,Kidney,4,0
Waitemata,2011,AllSex,Kidney,52,7.1
West Coast,2011,AllSex,Kidney,3,0
Whanganui,2011,AllSex,Kidney,14,14.8
All New Zealand,2011,AllSex,Leukaemia,597,10
Auckland,2011,AllSex,Leukaemia,42,8.4
Bay of Plenty,2011,AllSex,Leukaemia,42,12.3
Canterbury,2011,AllSex,Leukaemia,74,10.6
Capital & Coast,2011,AllSex,Leukaemia,35,10.1
Counties Manukau,2011,AllSex,Leukaemia,57,10.4
Hawke's Bay,2011,AllSex,Leukaemia,32,14
Hutt Valley,2011,AllSex,Leukaemia,25,14.2
Lakes,2011,AllSex,Leukaemia,19,13.1
MidCentral,2011,AllSex,Leukaemia,15,5.6
Nelson Marlborough,2011,AllSex,Leukaemia,28,12.7
Northland,2011,AllSex,Leukaemia,28,11.4
South Canterbury,2011,AllSex,Leukaemia,9,7.7
Southern,2011,AllSex,Leukaemia,40,8.4
Tairawhiti,2011,AllSex,Leukaemia,4,0
Taranaki,2011,AllSex,Leukaemia,16,9
Waikato,2011,AllSex,Leukaemia,57,11.5
Wairarapa,2011,AllSex,Leukaemia,6,12.5
Waitemata,2011,AllSex,Leukaemia,53,7.5
West Coast,2011,AllSex,Leukaemia,5,0
Whanganui,2011,AllSex,Leukaemia,7,7.1
All New Zealand,2011,AllSex,Lung,2048,30.4
Auckland,2011,AllSex,Lung,157,27.7
Bay of Plenty,2011,AllSex,Lung,141,36.3
Canterbury,2011,AllSex,Lung,206,25.3
Capital & Coast,2011,AllSex,Lung,97,24.2
Counties Manukau,2011,AllSex,Lung,198,33.9
Hawke's Bay,2011,AllSex,Lung,95,35.7
Hutt Valley,2011,AllSex,Lung,71,35
Lakes,2011,AllSex,Lung,67,42.8
MidCentral,2011,AllSex,Lung,97,32.7
Nelson Marlborough,2011,AllSex,Lung,63,23.7
Northland,2011,AllSex,Lung,98,33.8
South Canterbury,2011,AllSex,Lung,47,38.4
Southern,2011,AllSex,Lung,151,29.9
Tairawhiti,2011,AllSex,Lung,24,34.9
Taranaki,2011,AllSex,Lung,64,33.4
Waikato,2011,AllSex,Lung,184,32.1
Wairarapa,2011,AllSex,Lung,22,27.2
Waitemata,2011,AllSex,Lung,208,26.7
West Coast,2011,AllSex,Lung,15,25.6
Whanganui,2011,AllSex,Lung,35,28.2
All New Zealand,2011,AllSex,Melanoma,2211,36.4
Auckland,2011,AllSex,Melanoma,194,36.2
Bay of Plenty,2011,AllSex,Melanoma,145,43.3
Canterbury,2011,AllSex,Melanoma,291,42.9
Capital & Coast,2011,AllSex,Melanoma,123,33.4
Counties Manukau,2011,AllSex,Melanoma,160,28.1
Hawke's Bay,2011,AllSex,Melanoma,66,28.1
Hutt Valley,2011,AllSex,Melanoma,53,24.7
Lakes,2011,AllSex,Melanoma,64,44.7
MidCentral,2011,AllSex,Melanoma,72,29.4
Nelson Marlborough,2011,AllSex,Melanoma,89,39.1
Northland,2011,AllSex,Melanoma,90,33.3
South Canterbury,2011,AllSex,Melanoma,38,37.4
Southern,2011,AllSex,Melanoma,144,32.4
Tairawhiti,2011,AllSex,Melanoma,21,33.8
Taranaki,2011,AllSex,Melanoma,73,45.1
Waikato,2011,AllSex,Melanoma,221,42.4
Wairarapa,2011,AllSex,Melanoma,17,28
Waitemata,2011,AllSex,Melanoma,300,41.4
West Coast,2011,AllSex,Melanoma,15,29.5
Whanganui,2011,AllSex,Melanoma,34,36
All New Zealand,2011,AllSex,Non-Hodgkin lymphoma,730,11.6
Auckland,2011,AllSex,Non-Hodgkin lymphoma,65,11.8
Bay of Plenty,2011,AllSex,Non-Hodgkin lymphoma,44,13
Canterbury,2011,AllSex,Non-Hodgkin lymphoma,70,9.2
Capital & Coast,2011,AllSex,Non-Hodgkin lymphoma,45,12
Counties Manukau,2011,AllSex,Non-Hodgkin lymphoma,72,12.8
Hawke's Bay,2011,AllSex,Non-Hodgkin lymphoma,25,8.8
Hutt Valley,2011,AllSex,Non-Hodgkin lymphoma,20,9.5
Lakes,2011,AllSex,Non-Hodgkin lymphoma,13,8
MidCentral,2011,AllSex,Non-Hodgkin lymphoma,29,11.7
Nelson Marlborough,2011,AllSex,Non-Hodgkin lymphoma,31,15.6
Northland,2011,AllSex,Non-Hodgkin lymphoma,37,13.7
South Canterbury,2011,AllSex,Non-Hodgkin lymphoma,5,0
Southern,2011,AllSex,Non-Hodgkin lymphoma,54,11.4
Tairawhiti,2011,AllSex,Non-Hodgkin lymphoma,10,15.1
Taranaki,2011,AllSex,Non-Hodgkin lymphoma,33,17.7
Waikato,2011,AllSex,Non-Hodgkin lymphoma,56,10.9
Wairarapa,2011,AllSex,Non-Hodgkin lymphoma,7,10.8
Waitemata,2011,AllSex,Non-Hodgkin lymphoma,86,11.7
West Coast,2011,AllSex,Non-Hodgkin lymphoma,4,0
Whanganui,2011,AllSex,Non-Hodgkin lymphoma,19,17.1
All New Zealand,2011,AllSex,Pancreas,458,6.6
Auckland,2011,AllSex,Pancreas,44,8
Bay of Plenty,2011,AllSex,Pancreas,24,5.4
Canterbury,2011,AllSex,Pancreas,65,7.2
Capital & Coast,2011,AllSex,Pancreas,17,4.1
Counties Manukau,2011,AllSex,Pancreas,38,6.5
Hawke's Bay,2011,AllSex,Pancreas,15,5
Hutt Valley,2011,AllSex,Pancreas,10,4.9
Lakes,2011,AllSex,Pancreas,11,6.9
MidCentral,2011,AllSex,Pancreas,33,10.4
Nelson Marlborough,2011,AllSex,Pancreas,14,5.8
Northland,2011,AllSex,Pancreas,16,5.5
South Canterbury,2011,AllSex,Pancreas,6,4.5
Southern,2011,AllSex,Pancreas,40,7.7
Tairawhiti,2011,AllSex,Pancreas,4,0
Taranaki,2011,AllSex,Pancreas,10,5.1
Waikato,2011,AllSex,Pancreas,43,7
Wairarapa,2011,AllSex,Pancreas,7,10.3
Waitemata,2011,AllSex,Pancreas,48,6.1
West Coast,2011,AllSex,Pancreas,4,0
Whanganui,2011,AllSex,Pancreas,6,5.1
All New Zealand,2011,AllSex,Prostate,3094,47.4
Auckland,2011,AllSex,Prostate,247,47
Bay of Plenty,2011,AllSex,Prostate,211,53.9
Canterbury,2011,AllSex,Prostate,397,51.6
Capital & Coast,2011,AllSex,Prostate,201,54
Counties Manukau,2011,AllSex,Prostate,237,41
Hawke's Bay,2011,AllSex,Prostate,116,42.9
Hutt Valley,2011,AllSex,Prostate,119,60.5
Lakes,2011,AllSex,Prostate,88,56.4
MidCentral,2011,AllSex,Prostate,138,49.4
Nelson Marlborough,2011,AllSex,Prostate,133,49.8
Northland,2011,AllSex,Prostate,145,48.9
South Canterbury,2011,AllSex,Prostate,55,45.3
Southern,2011,AllSex,Prostate,186,38
Tairawhiti,2011,AllSex,Prostate,30,44.2
Taranaki,2011,AllSex,Prostate,78,42.8
Waikato,2011,AllSex,Prostate,270,48.2
Wairarapa,2011,AllSex,Prostate,48,59
Waitemata,2011,AllSex,Prostate,279,37.4
West Coast,2011,AllSex,Prostate,34,57.5
Whanganui,2011,AllSex,Prostate,79,72.4
All New Zealand,2011,AllSex,Uterine,455,7.5
Auckland,2011,AllSex,Uterine,53,10.1
Bay of Plenty,2011,AllSex,Uterine,26,6.8
Canterbury,2011,AllSex,Uterine,45,6.2
Capital & Coast,2011,AllSex,Uterine,25,6.8
Counties Manukau,2011,AllSex,Uterine,56,10
Hawke's Bay,2011,AllSex,Uterine,19,7.2
Hutt Valley,2011,AllSex,Uterine,11,5.3
Lakes,2011,AllSex,Uterine,8,5.7
MidCentral,2011,AllSex,Uterine,21,9.1
Nelson Marlborough,2011,AllSex,Uterine,13,5.6
Northland,2011,AllSex,Uterine,15,6.2
South Canterbury,2011,AllSex,Uterine,6,6.2
Southern,2011,AllSex,Uterine,27,6
Tairawhiti,2011,AllSex,Uterine,5,0
Taranaki,2011,AllSex,Uterine,10,4.9
Waikato,2011,AllSex,Uterine,33,6.3
Wairarapa,2011,AllSex,Uterine,5,0
Waitemata,2011,AllSex,Uterine,65,9.4
West Coast,2011,AllSex,Uterine,2,0
Whanganui,2011,AllSex,Uterine,10,9.2
All New Zealand,2012,AllSex,Breast,3066,51.1
Auckland,2012,AllSex,Breast,281,51.9
Bay of Plenty,2012,AllSex,Breast,162,50.8
Canterbury,2012,AllSex,Breast,363,52.1
Capital & Coast,2012,AllSex,Breast,205,54.4
Counties Manukau,2012,AllSex,Breast,278,48.5
Hawke's Bay,2012,AllSex,Breast,152,64.1
Hutt Valley,2012,AllSex,Breast,93,48.5
Lakes,2012,AllSex,Breast,79,56.3
MidCentral,2012,AllSex,Breast,134,56.8
Nelson Marlborough,2012,AllSex,Breast,98,42.8
Northland,2012,AllSex,Breast,124,50
South Canterbury,2012,AllSex,Breast,41,46.6
Southern,2012,AllSex,Breast,186,42.8
Tairawhiti,2012,AllSex,Breast,30,49.2
Taranaki,2012,AllSex,Breast,85,50.6
Waikato,2012,AllSex,Breast,271,53.2
Wairarapa,2012,AllSex,Breast,32,44.3
Waitemata,2012,AllSex,Breast,393,54.6
West Coast,2012,AllSex,Breast,14,26.9
Whanganui,2012,AllSex,Breast,45,43.7
All New Zealand,2012,AllSex,Colorectal,2956,42.6
Auckland,2012,AllSex,Colorectal,193,33.1
Bay of Plenty,2012,AllSex,Colorectal,178,43.1
Canterbury,2012,AllSex,Colorectal,362,43.4
Capital & Coast,2012,AllSex,Colorectal,143,36.4
Counties Manukau,2012,AllSex,Colorectal,203,33.8
Hawke's Bay,2012,AllSex,Colorectal,131,45.4
Hutt Valley,2012,AllSex,Colorectal,85,40.6
Lakes,2012,AllSex,Colorectal,67,40.7
MidCentral,2012,AllSex,Colorectal,145,49.2
Nelson Marlborough,2012,AllSex,Colorectal,123,45
Northland,2012,AllSex,Colorectal,118,36.9
South Canterbury,2012,AllSex,Colorectal,66,50.3
Southern,2012,AllSex,Colorectal,290,55.5
Tairawhiti,2012,AllSex,Colorectal,30,42.2
Taranaki,2012,AllSex,Colorectal,94,44.4
Waikato,2012,AllSex,Colorectal,256,41.9
Wairarapa,2012,AllSex,Colorectal,37,44.4
Waitemata,2012,AllSex,Colorectal,353,45.7
West Coast,2012,AllSex,Colorectal,26,41.2
Whanganui,2012,AllSex,Colorectal,51,40.9
All New Zealand,2012,AllSex,Kidney,519,8.2
Auckland,2012,AllSex,Kidney,46,8.6
Bay of Plenty,2012,AllSex,Kidney,23,6.2
Canterbury,2012,AllSex,Kidney,71,9.2
Capital & Coast,2012,AllSex,Kidney,20,5.6
Counties Manukau,2012,AllSex,Kidney,47,8
Hawke's Bay,2012,AllSex,Kidney,21,7.4
Hutt Valley,2012,AllSex,Kidney,15,7.2
Lakes,2012,AllSex,Kidney,9,5.8
MidCentral,2012,AllSex,Kidney,21,8
Nelson Marlborough,2012,AllSex,Kidney,18,6.9
Northland,2012,AllSex,Kidney,22,8.1
South Canterbury,2012,AllSex,Kidney,13,12
Southern,2012,AllSex,Kidney,41,9.1
Tairawhiti,2012,AllSex,Kidney,6,10.7
Taranaki,2012,AllSex,Kidney,15,8
Waikato,2012,AllSex,Kidney,50,9.2
Wairarapa,2012,AllSex,Kidney,7,8.3
Waitemata,2012,AllSex,Kidney,49,6.7
West Coast,2012,AllSex,Kidney,11,20.5
Whanganui,2012,AllSex,Kidney,12,12
All New Zealand,2012,AllSex,Leukaemia,617,10.1
Auckland,2012,AllSex,Leukaemia,43,8.5
Bay of Plenty,2012,AllSex,Leukaemia,35,10.7
Canterbury,2012,AllSex,Leukaemia,74,10.1
Capital & Coast,2012,AllSex,Leukaemia,39,10.9
Counties Manukau,2012,AllSex,Leukaemia,48,9.1
