DHB,year,sex,cancer,mortality_num,mortality_rate,group
Waikato,2020,AllSex,Leukaemia,31,3.7,AllSex
Wairarapa,2020,AllSex,Leukaemia,5,0.0,AllSex
Waitemata,2020,AllSex,Leukaemia,26,2.4,AllSex
West Coast,2020,AllSex,Leukaemia,4,0.0,AllSex
Whanganui,2020,AllSex,Leukaemia,8,5.1,AllSex
All New Zealand,2020,AllSex,Lung,1789,19.7,AllSex
Auckland,2020,AllSex,Lung,124,17.0,AllSex
Bay of Plenty,2020,AllSex,Lung,114,20.7,AllSex
Canterbury,2020,AllSex,Lung,204,18.9,AllSex
Capital & Coast,2020,AllSex,Lung,77,14.3,AllSex
Counties Manukau,2020,AllSex,Lung,177,22.0,AllSex
Hawke's Bay,2020,AllSex,Lung,77,21.1,AllSex
Hutt Valley,2020,AllSex,Lung,53,20.0,AllSex
Lakes,2020,AllSex,Lung,51,24.2,AllSex
MidCentral,2020,AllSex,Lung,86,23.0,AllSex
Nelson Marlborough,2020,AllSex,Lung,65,16.8,AllSex
Northland,2020,AllSex,Lung,109,25.4,AllSex
South Canterbury,2020,AllSex,Lung,35,24.2,AllSex
Southern,2020,AllSex,Lung,121,17.2,AllSex
Tairawhiti,2020,AllSex,Lung,24,27.5,AllSex
Taranaki,2020,AllSex,Lung,48,19.2,AllSex
Waikato,2020,AllSex,Lung,172,21.7,AllSex
Wairarapa,2020,AllSex,Lung,24,20.1,AllSex
Waitemata,2020,AllSex,Lung,169,16.3,AllSex
West Coast,2020,AllSex,Lung,22,31.2,AllSex
Whanganui,2020,AllSex,Lung,37,24.4,AllSex
All New Zealand,2020,AllSex,Non-Hodgkin lymphoma,352,3.7,AllSex
Auckland,2020,AllSex,Non-Hodgkin lymphoma,40,5.2,AllSex
Bay of Plenty,2020,AllSex,Non-Hodgkin lymphoma,20,3.0,AllSex
Canterbury,2020,AllSex,Non-Hodgkin lymphoma,43,4.0,AllSex
Capital & Coast,2020,AllSex,Non-Hodgkin lymphoma,16,3.1,AllSex
Counties Manukau,2020,AllSex,Non-Hodgkin lymphoma,22,2.7,AllSex
Hawke's Bay,2020,AllSex,Non-Hodgkin lymphoma,14,3.9,AllSex
Hutt Valley,2020,AllSex,Non-Hodgkin lymphoma,18,5.9,AllSex
Lakes,2020,AllSex,Non-Hodgkin lymphoma,9,3.9,AllSex
MidCentral,2020,AllSex,Non-Hodgkin lymphoma,13,3.2,AllSex
Nelson Marlborough,2020,AllSex,Non-Hodgkin lymphoma,14,3.2,AllSex
Northland,2020,AllSex,Non-Hodgkin lymphoma,21,4.5,AllSex
South Canterbury,2020,AllSex,Non-Hodgkin lymphoma,3,0.0,AllSex
Southern,2020,AllSex,Non-Hodgkin lymphoma,27,3.8,AllSex
Tairawhiti,2020,AllSex,Non-Hodgkin lymphoma,6,7.4,AllSex
Taranaki,2020,AllSex,Non-Hodgkin lymphoma,10,3.5,AllSex
Waikato,2020,AllSex,Non-Hodgkin lymphoma,29,3.4,AllSex
Wairarapa,2020,AllSex,Non-Hodgkin lymphoma,2,0.0,AllSex
Waitemata,2020,AllSex,Non-Hodgkin lymphoma,34,3.0,AllSex
West Coast,2020,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
Whanganui,2020,AllSex,Non-Hodgkin lymphoma,6,4.4,AllSex
All New Zealand,2020,AllSex,Pancreas,632,6.9,AllSex
Auckland,2020,AllSex,Pancreas,47,6.1,AllSex
Bay of Plenty,2020,AllSex,Pancreas,39,6.6,AllSex
Canterbury,2020,AllSex,Pancreas,81,7.6,AllSex
Capital & Coast,2020,AllSex,Pancreas,35,6.9,AllSex
Counties Manukau,2020,AllSex,Pancreas,50,6.2,AllSex
Hawke's Bay,2020,AllSex,Pancreas,21,5.6,AllSex
Hutt Valley,2020,AllSex,Pancreas,18,6.6,AllSex
Lakes,2020,AllSex,Pancreas,10,4.5,AllSex
MidCentral,2020,AllSex,Pancreas,25,6.2,AllSex
Nelson Marlborough,2020,AllSex,Pancreas,24,6.5,AllSex
Northland,2020,AllSex,Pancreas,31,7.3,AllSex
South Canterbury,2020,AllSex,Pancreas,9,6.7,AllSex
Southern,2020,AllSex,Pancreas,58,8.7,AllSex
Tairawhiti,2020,AllSex,Pancreas,8,9.0,AllSex
Taranaki,2020,AllSex,Pancreas,19,7.6,AllSex
Waikato,2020,AllSex,Pancreas,68,8.2,AllSex
Wairarapa,2020,AllSex,Pancreas,7,6.9,AllSex
Waitemata,2020,AllSex,Pancreas,60,5.5,AllSex
West Coast,2020,AllSex,Pancreas,9,10.6,AllSex
Whanganui,2020,AllSex,Pancreas,13,9.3,AllSex
Tairawhiti,2012,AllSex,Non-Hodgkin lymphoma,0,0.0,AllSex
West Coast,2012,AllSex,Leukaemia,0,0.0,AllSex
West Coast,2015,AllSex,Brain,0,0.0,AllSex
Wairarapa,2016,AllSex,Leukaemia,0,0.0,AllSex
Tairawhiti,2018,AllSex,Leukaemia,0,0.0,AllSex
West Coast,2019,AllSex,Brain,0,0.0,AllSex
Tairawhiti,2020,AllSex,Leukaemia,0,0.0,AllSex
