DHB,year,sex,cancer,mortality_num,mortality_rate
MidCentral,2020,Female,Colorectal,35,15.2
Nelson Marlborough,2020,Female,Colorectal,29,15.1
Northland,2020,Female,Colorectal,30,12.0
South Canterbury,2020,Female,Colorectal,15,20.8
Southern,2020,Female,Colorectal,63,16.6
Tairawhiti,2020,Female,Colorectal,6,11.9
Taranaki,2020,Female,Colorectal,14,8.7
Waikato,2020,Female,Colorectal,79,17.4
Wairarapa,2020,Female,Colorectal,8,12.2
Waitemata,2020,Female,Colorectal,45,7.6
West Coast,2020,Female,Colorectal,5,0.0
Whanganui,2020,Female,Colorectal,10,11.3
All New Zealand,2020,Female,Leukaemia,144,2.9
Auckland,2020,Female,Leukaemia,12,3.1
Bay of Plenty,2020,Female,Leukaemia,10,2.4
Canterbury,2020,Female,Leukaemia,20,3.2
Capital & Coast,2020,Female,Leukaemia,6,2.4
Counties Manukau,2020,Female,Leukaemia,19,4.6
Hawke's Bay,2020,Female,Leukaemia,4,0.0
Hutt Valley,2020,Female,Leukaemia,1,0.0
Lakes,2020,Female,Leukaemia,5,0.0
MidCentral,2020,Female,Leukaemia,4,0.0
Nelson Marlborough,2020,Female,Leukaemia,5,0.0
Northland,2020,Female,Leukaemia,10,4.2
South Canterbury,2020,Female,Leukaemia,3,0.0
Southern,2020,Female,Leukaemia,12,3.9
Taranaki,2020,Female,Leukaemia,2,0.0
Waikato,2020,Female,Leukaemia,14,3.1
Waitemata,2020,Female,Leukaemia,11,1.9
West Coast,2020,Female,Leukaemia,1,0.0
Whanganui,2020,Female,Leukaemia,5,0.0
All New Zealand,2020,Female,Lung,867,18.2
Auckland,2020,Female,Lung,65,16.4
Bay of Plenty,2020,Female,Lung,57,19.2
Canterbury,2020,Female,Lung,94,16.4
Capital & Coast,2020,Female,Lung,39,14.0
Counties Manukau,2020,Female,Lung,88,21.1
Hawke's Bay,2020,Female,Lung,30,16.3
Hutt Valley,2020,Female,Lung,30,22.1
Lakes,2020,Female,Lung,27,23.3
MidCentral,2020,Female,Lung,46,23.9
Nelson Marlborough,2020,Female,Lung,31,15.4
Northland,2020,Female,Lung,60,26.4
South Canterbury,2020,Female,Lung,14,22.4
Southern,2020,Female,Lung,60,16.5
Tairawhiti,2020,Female,Lung,9,19.1
Taranaki,2020,Female,Lung,18,12.6
Waikato,2020,Female,Lung,73,18.0
Wairarapa,2020,Female,Lung,10,17.7
Waitemata,2020,Female,Lung,88,16.1
West Coast,2020,Female,Lung,8,25.0
Whanganui,2020,Female,Lung,20,24.2
All New Zealand,2020,Female,Non-Hodgkin lymphoma,151,2.8
Auckland,2020,Female,Non-Hodgkin lymphoma,17,3.9
Bay of Plenty,2020,Female,Non-Hodgkin lymphoma,6,1.3
Canterbury,2020,Female,Non-Hodgkin lymphoma,20,3.0
Capital & Coast,2020,Female,Non-Hodgkin lymphoma,6,2.3
Counties Manukau,2020,Female,Non-Hodgkin lymphoma,11,2.4
Hawke's Bay,2020,Female,Non-Hodgkin lymphoma,5,0.0
Hutt Valley,2020,Female,Non-Hodgkin lymphoma,5,0.0
Lakes,2020,Female,Non-Hodgkin lymphoma,4,0.0
MidCentral,2020,Female,Non-Hodgkin lymphoma,6,3.0
Nelson Marlborough,2020,Female,Non-Hodgkin lymphoma,5,0.0
Northland,2020,Female,Non-Hodgkin lymphoma,12,4.6
South Canterbury,2020,Female,Non-Hodgkin lymphoma,1,0.0
Southern,2020,Female,Non-Hodgkin lymphoma,9,2.3
Tairawhiti,2020,Female,Non-Hodgkin lymphoma,5,0.0
Taranaki,2020,Female,Non-Hodgkin lymphoma,6,3.7
Waikato,2020,Female,Non-Hodgkin lymphoma,17,3.8
Waitemata,2020,Female,Non-Hodgkin lymphoma,13,1.8
Whanganui,2020,Female,Non-Hodgkin lymphoma,3,0.0
All New Zealand,2020,Female,Ovarian,179,3.9
Auckland,2020,Female,Ovarian,15,3.8
Bay of Plenty,2020,Female,Ovarian,8,2.3
Canterbury,2020,Female,Ovarian,21,4.1
Capital & Coast,2020,Female,Ovarian,12,4.9
Counties Manukau,2020,Female,Ovarian,4,0.0
Hawke's Bay,2020,Female,Ovarian,8,5.1
Hutt Valley,2020,Female,Ovarian,11,8.2
Lakes,2020,Female,Ovarian,4,0.0
MidCentral,2020,Female,Ovarian,3,0.0
Nelson Marlborough,2020,Female,Ovarian,6,3.8
Northland,2020,Female,Ovarian,9,4.4
South Canterbury,2020,Female,Ovarian,7,7.1
Southern,2020,Female,Ovarian,16,4.7
Tairawhiti,2020,Female,Ovarian,3,0.0
Taranaki,2020,Female,Ovarian,15,11.8
Waikato,2020,Female,Ovarian,11,2.7
Wairarapa,2020,Female,Ovarian,4,0.0
Waitemata,2020,Female,Ovarian,17,3.2
West Coast,2020,Female,Ovarian,2,0.0
Whanganui,2020,Female,Ovarian,3,0.0
All New Zealand,2020,Female,Pancreas,327,6.6
Auckland,2020,Female,Pancreas,24,5.7
Bay of Plenty,2020,Female,Pancreas,21,6.7
Canterbury,2020,Female,Pancreas,44,7.7
Capital & Coast,2020,Female,Pancreas,16,5.9
Counties Manukau,2020,Female,Pancreas,23,5.4
Hawke's Bay,2020,Female,Pancreas,9,4.5
Hutt Valley,2020,Female,Pancreas,7,4.1
Lakes,2020,Female,Pancreas,6,5.1
MidCentral,2020,Female,Pancreas,13,5.2
Nelson Marlborough,2020,Female,Pancreas,9,4.7
Northland,2020,Female,Pancreas,21,10.4
South Canterbury,2020,Female,Pancreas,6,8.6
Southern,2020,Female,Pancreas,28,8.2
Tairawhiti,2020,Female,Pancreas,7,15.1
Taranaki,2020,Female,Pancreas,13,9.5
Waikato,2020,Female,Pancreas,38,8.0
Wairarapa,2020,Female,Pancreas,4,0.0
Waitemata,2020,Female,Pancreas,26,4.2
West Coast,2020,Female,Pancreas,6,14.9
Whanganui,2020,Female,Pancreas,6,7.8
All New Zealand,2020,Female,Unspecified site,178,3.2
Auckland,2020,Female,Unspecified site,12,2.6
Bay of Plenty,2020,Female,Unspecified site,10,3.2
Canterbury,2020,Female,Unspecified site,12,1.7
Capital & Coast,2020,Female,Unspecified site,6,2.4
Counties Manukau,2020,Female,Unspecified site,13,2.8
Hawke's Bay,2020,Female,Unspecified site,6,2.4
Hutt Valley,2020,Female,Unspecified site,13,8.7
Lakes,2020,Female,Unspecified site,9,6.6
MidCentral,2020,Female,Unspecified site,10,4.8
Nelson Marlborough,2020,Female,Unspecified site,8,3.0
Northland,2020,Female,Unspecified site,12,4.7
South Canterbury,2020,Female,Unspecified site,7,7.1
Southern,2020,Female,Unspecified site,15,3.7
Tairawhiti,2020,Female,Unspecified site,1,0.0
Taranaki,2020,Female,Unspecified site,10,6.1
Waikato,2020,Female,Unspecified site,16,3.0
Waitemata,2020,Female,Unspecified site,14,2.3
Whanganui,2020,Female,Unspecified site,4,0.0
All New Zealand,2020,Female,Uterine,149,3.2
Auckland,2020,Female,Uterine,11,2.9
Bay of Plenty,2020,Female,Uterine,7,2.8
Canterbury,2020,Female,Uterine,12,1.9
Capital & Coast,2020,Female,Uterine,7,2.3
Counties Manukau,2020,Female,Uterine,19,4.8
Hawke's Bay,2020,Female,Uterine,8,3.4
Hutt Valley,2020,Female,Uterine,1,0.0
Lakes,2020,Female,Uterine,3,0.0
MidCentral,2020,Female,Uterine,9,3.9
Nelson Marlborough,2020,Female,Uterine,5,0.0
Northland,2020,Female,Uterine,11,5.5
South Canterbury,2020,Female,Uterine,2,0.0
Southern,2020,Female,Uterine,11,3.0
Tairawhiti,2020,Female,Uterine,1,0.0
Taranaki,2020,Female,Uterine,4,0.0
Waikato,2020,Female,Uterine,13,3.0
Wairarapa,2020,Female,Uterine,2,0.0
Waitemata,2020,Female,Uterine,21,4.1
West Coast,2020,Female,Uterine,1,0.0
Whanganui,2020,Female,Uterine,1,0.0
South Canterbury,2011,Female,Brain,0,0.0
Wairarapa,2011,Female,Uterine,0,0.0
West Coast,2011,Female,Uterine,0,0.0
MidCentral,2012,Female,Brain,0,0.0
Tairawhiti,2012,Female,Non-Hodgkin lymphoma,0,0.0
Wairarapa,2012,Female,Non-Hodgkin lymphoma,0,0.0
West Coast,2012,Female,Brain,0,0.0
West Coast,2012,Female,Leukaemia,0,0.0
Whanganui,2012,Female,Leukaemia,0,0.0
Lakes,2013,Female,Leukaemia,0,0.0
Tairawhiti,2013,Female,Uterine,0,0.0
Wairarapa,2013,Female,Unspecified site,0,0.0
Whanganui,2013,Female,Brain,0,0.0
Hutt Valley,2014,Female,Uterine,0,0.0
South Canterbury,2014,Female,Uterine,0,0.0
Tairawhiti,2014,Female,Brain,0,0.0
Tairawhiti,2014,Female,Ovarian,0,0.0
Tairawhiti,2014,Female,Uterine,0,0.0
West Coast,2014,Female,Brain,0,0.0
West Coast,2014,Female,Uterine,0,0.0
South Canterbury,2015,Female,Brain,0,0.0
Tairawhiti,2015,Female,Leukaemia,0,0.0
Tairawhiti,2015,Female,Non-Hodgkin lymphoma,0,0.0
West Coast,2015,Female,Brain,0,0.0
West Coast,2015,Female,Uterine,0,0.0
South Canterbury,2016,Female,Non-Hodgkin lymphoma,0,0.0
Tairawhiti,2016,Female,Brain,0,0.0
Tairawhiti,2016,Female,Leukaemia,0,0.0
Tairawhiti,2016,Female,Non-Hodgkin lymphoma,0,0.0
Wairarapa,2016,Female,Leukaemia,0,0.0
Wairarapa,2016,Female,Pancreas,0,0.0
West Coast,2016,Female,Brain,0,0.0
Whanganui,2016,Female,Brain,0,0.0
Hutt Valley,2017,Female,Brain,0,0.0
South Canterbury,2017,Female,Uterine,0,0.0
Tairawhiti,2017,Female,Brain,0,0.0
Tairawhiti,2017,Female,Unspecified site,0,0.0
Tairawhiti,2017,Female,Uterine,0,0.0
West Coast,2017,Female,Brain,0,0.0
West Coast,2017,Female,Ovarian,0,0.0
South Canterbury,2018,Female,Uterine,0,0.0
Tairawhiti,2018,Female,Leukaemia,0,0.0
Tairawhiti,2018,Female,Non-Hodgkin lymphoma,0,0.0
Tairawhiti,2018,Female,Unspecified site,0,0.0
Wairarapa,2018,Female,Brain,0,0.0
West Coast,2018,Female,Leukaemia,0,0.0
West Coast,2018,Female,Ovarian,0,0.0
South Canterbury,2019,Female,Brain,0,0.0
Tairawhiti,2019,Female,Leukaemia,0,0.0
Wairarapa,2019,Female,Leukaemia,0,0.0
West Coast,2019,Female,Brain,0,0.0
West Coast,2019,Female,Uterine,0,0.0
Whanganui,2019,Female,Leukaemia,0,0.0
South Canterbury,2020,Female,Brain,0,0.0
Tairawhiti,2020,Female,Leukaemia,0,0.0
Wairarapa,2020,Female,Leukaemia,0,0.0
Wairarapa,2020,Female,Non-Hodgkin lymphoma,0,0.0
Wairarapa,2020,Female,Unspecified site,0,0.0
West Coast,2020,Female,Brain,0,0.0
West Coast,2020,Female,Non-Hodgkin lymphoma,0,0.0
West Coast,2020,Female,Unspecified site,0,0.0
All New Zealand,2011,AllSex,Brain,247,4.3
Auckland,2011,AllSex,Brain,19,3.4
Bay of Plenty,2011,AllSex,Brain,13,4.7
Canterbury,2011,AllSex,Brain,35,4.9
Capital & Coast,2011,AllSex,Brain,14,3.8
Counties Manukau,2011,AllSex,Brain,18,3.4
Hawke's Bay,2011,AllSex,Brain,10,4.8
Hutt Valley,2011,AllSex,Brain,10,5.2
Lakes,2011,AllSex,Brain,9,6.8
MidCentral,2011,AllSex,Brain,8,3.6
Nelson Marlborough,2011,AllSex,Brain,15,7.6
Northland,2011,AllSex,Brain,12,5.6
South Canterbury,2011,AllSex,Brain,4,0.0
Southern,2011,AllSex,Brain,13,2.8
Tairawhiti,2011,AllSex,Brain,4,0.0
Taranaki,2011,AllSex,Brain,6,3.8
Waikato,2011,AllSex,Brain,25,4.9
Wairarapa,2011,AllSex,Brain,3,0.0
Waitemata,2011,AllSex,Brain,25,3.8
West Coast,2011,AllSex,Brain,1,0.0
Whanganui,2011,AllSex,Brain,3,0.0
All New Zealand,2011,AllSex,Breast,639,9.8
Auckland,2011,AllSex,Breast,45,8.2
Bay of Plenty,2011,AllSex,Breast,41,10.5
Canterbury,2011,AllSex,Breast,70,9.6
Capital & Coast,2011,AllSex,Breast,34,8.7
Counties Manukau,2011,AllSex,Breast,70,11.9
Hawke's Bay,2011,AllSex,Breast,33,11.3
Hutt Valley,2011,AllSex,Breast,21,9.4
Lakes,2011,AllSex,Breast,14,8.3
MidCentral,2011,AllSex,Breast,23,7.9
Nelson Marlborough,2011,AllSex,Breast,26,9.4
Northland,2011,AllSex,Breast,23,9.0
South Canterbury,2011,AllSex,Breast,8,7.7
Southern,2011,AllSex,Breast,50,10.0
Tairawhiti,2011,AllSex,Breast,3,0.0
Taranaki,2011,AllSex,Breast,17,8.0
Waikato,2011,AllSex,Breast,46,8.5
Wairarapa,2011,AllSex,Breast,9,12.8
Waitemata,2011,AllSex,Breast,90,12.1
West Coast,2011,AllSex,Breast,2,0.0
Whanganui,2011,AllSex,Breast,14,13.3
All New Zealand,2011,AllSex,Colorectal,1170,16.1
Auckland,2011,AllSex,Colorectal,78,13.4
Bay of Plenty,2011,AllSex,Colorectal,71,16.1
Canterbury,2011,AllSex,Colorectal,139,15.1
Capital & Coast,2011,AllSex,Colorectal,60,13.3
Counties Manukau,2011,AllSex,Colorectal,77,12.7
Hawke's Bay,2011,AllSex,Colorectal,48,16.7
Hutt Valley,2011,AllSex,Colorectal,41,18.4
Lakes,2011,AllSex,Colorectal,30,19.2
MidCentral,2011,AllSex,Colorectal,50,16.5
Nelson Marlborough,2011,AllSex,Colorectal,49,16.6
Northland,2011,AllSex,Colorectal,60,19.9
South Canterbury,2011,AllSex,Colorectal,25,18.7
Southern,2011,AllSex,Colorectal,136,24.2
Tairawhiti,2011,AllSex,Colorectal,9,12.7
Taranaki,2011,AllSex,Colorectal,36,17.4
Waikato,2011,AllSex,Colorectal,99,16.3
Wairarapa,2011,AllSex,Colorectal,13,14.0
Waitemata,2011,AllSex,Colorectal,115,13.6
West Coast,2011,AllSex,Colorectal,14,20.5
Whanganui,2011,AllSex,Colorectal,20,16.0
All New Zealand,2011,AllSex,Leukaemia,318,4.6
Auckland,2011,AllSex,Leukaemia,21,3.6
Bay of Plenty,2011,AllSex,Leukaemia,17,4.5
Canterbury,2011,AllSex,Leukaemia,41,4.9
Capital & Coast,2011,AllSex,Leukaemia,12,2.8
Counties Manukau,2011,AllSex,Leukaemia,36,6.1
Hawke's Bay,2011,AllSex,Leukaemia,13,4.3
Hutt Valley,2011,AllSex,Leukaemia,9,4.5
Lakes,2011,AllSex,Leukaemia,6,4.5
MidCentral,2011,AllSex,Leukaemia,8,2.6
Nelson Marlborough,2011,AllSex,Leukaemia,14,4.7
Northland,2011,AllSex,Leukaemia,20,6.3
South Canterbury,2011,AllSex,Leukaemia,3,0.0
Southern,2011,AllSex,Leukaemia,25,4.8
Tairawhiti,2011,AllSex,Leukaemia,1,0.0
Taranaki,2011,AllSex,Leukaemia,15,7.6
Waikato,2011,AllSex,Leukaemia,39,6.6
Wairarapa,2011,AllSex,Leukaemia,3,0.0
Waitemata,2011,AllSex,Leukaemia,31,4.1
West Coast,2011,AllSex,Leukaemia,1,0.0
Whanganui,2011,AllSex,Leukaemia,3,0.0
All New Zealand,2011,AllSex,Liver,240,3.6
Auckland,2011,AllSex,Liver,29,5.4
Bay of Plenty,2011,AllSex,Liver,15,4.1
Canterbury,2011,AllSex,Liver,24,2.9
Capital & Coast,2011,AllSex,Liver,19,4.7
Counties Manukau,2011,AllSex,Liver,26,4.5
Hawke's Bay,2011,AllSex,Liver,9,3.2
Hutt Valley,2011,AllSex,Liver,7,3.4
Lakes,2011,AllSex,Liver,7,5.0
MidCentral,2011,AllSex,Liver,7,2.5
Nelson Marlborough,2011,AllSex,Liver,12,4.5
Northland,2011,AllSex,Liver,9,3.3
South Canterbury,2011,AllSex,Liver,3,0.0
Southern,2011,AllSex,Liver,18,3.7
Taranaki,2011,AllSex,Liver,9,4.1
Waikato,2011,AllSex,Liver,19,3.3
Wairarapa,2011,AllSex,Liver,4,0.0
Waitemata,2011,AllSex,Liver,18,2.2
West Coast,2011,AllSex,Liver,4,0.0
Whanganui,2011,AllSex,Liver,1,0.0
All New Zealand,2011,AllSex,Lung,1679,24.3
Auckland,2011,AllSex,Lung,132,22.6
Bay of Plenty,2011,AllSex,Lung,108,26.7
Canterbury,2011,AllSex,Lung,179,21.2
Capital & Coast,2011,AllSex,Lung,81,20.0
Counties Manukau,2011,AllSex,Lung,159,26.9
Hawke's Bay,2011,AllSex,Lung,88,31.6
Hutt Valley,2011,AllSex,Lung,54,26.1
Lakes,2011,AllSex,Lung,51,32.3
MidCentral,2011,AllSex,Lung,84,28.0
Nelson Marlborough,2011,AllSex,Lung,55,20.3
Northland,2011,AllSex,Lung,78,26.7
South Canterbury,2011,AllSex,Lung,36,28.9
Southern,2011,AllSex,Lung,110,21.2
Tairawhiti,2011,AllSex,Lung,23,32.7
Taranaki,2011,AllSex,Lung,56,28.6
Waikato,2011,AllSex,Lung,145,24.6
Wairarapa,2011,AllSex,Lung,15,17.1
Waitemata,2011,AllSex,Lung,173,21.6
West Coast,2011,AllSex,Lung,21,36.2
Whanganui,2011,AllSex,Lung,31,25.7
All New Zealand,2011,AllSex,Non-Hodgkin lymphoma,287,4.0
Auckland,2011,AllSex,Non-Hodgkin lymphoma,23,3.5
Bay of Plenty,2011,AllSex,Non-Hodgkin lymphoma,14,2.9
Canterbury,2011,AllSex,Non-Hodgkin lymphoma,37,4.5
Capital & Coast,2011,AllSex,Non-Hodgkin lymphoma,14,3.2
Counties Manukau,2011,AllSex,Non-Hodgkin lymphoma,24,4.3
Hawke's Bay,2011,AllSex,Non-Hodgkin lymphoma,14,4.8
Hutt Valley,2011,AllSex,Non-Hodgkin lymphoma,12,5.3
Lakes,2011,AllSex,Non-Hodgkin lymphoma,4,0.0
MidCentral,2011,AllSex,Non-Hodgkin lymphoma,8,2.4
Nelson Marlborough,2011,AllSex,Non-Hodgkin lymphoma,9,3.4
Northland,2011,AllSex,Non-Hodgkin lymphoma,18,5.7
South Canterbury,2011,AllSex,Non-Hodgkin lymphoma,6,4.2
Southern,2011,AllSex,Non-Hodgkin lymphoma,20,3.4
Tairawhiti,2011,AllSex,Non-Hodgkin lymphoma,5,0.0
Taranaki,2011,AllSex,Non-Hodgkin lymphoma,11,4.9
Waikato,2011,AllSex,Non-Hodgkin lymphoma,28,4.8
Wairarapa,2011,AllSex,Non-Hodgkin lymphoma,3,0.0
Waitemata,2011,AllSex,Non-Hodgkin lymphoma,27,3.3
West Coast,2011,AllSex,Non-Hodgkin lymphoma,1,0.0
Whanganui,2011,AllSex,Non-Hodgkin lymphoma,9,6.7
All New Zealand,2011,AllSex,Pancreas,429,6.2
Auckland,2011,AllSex,Pancreas,40,7.0
Bay of Plenty,2011,AllSex,Pancreas,22,4.9
Canterbury,2011,AllSex,Pancreas,63,7.5
Capital & Coast,2011,AllSex,Pancreas,27,6.7
Counties Manukau,2011,AllSex,Pancreas,32,5.4
Hawke's Bay,2011,AllSex,Pancreas,14,5.2
Hutt Valley,2011,AllSex,Pancreas,14,6.3
Lakes,2011,AllSex,Pancreas,11,7.0
MidCentral,2011,AllSex,Pancreas,22,7.5
Nelson Marlborough,2011,AllSex,Pancreas,12,4.1
Northland,2011,AllSex,Pancreas,20,7.1
South Canterbury,2011,AllSex,Pancreas,7,6.4
Southern,2011,AllSex,Pancreas,36,7.1
Tairawhiti,2011,AllSex,Pancreas,2,0.0
Taranaki,2011,AllSex,Pancreas,14,6.8
Waikato,2011,AllSex,Pancreas,40,6.6
Wairarapa,2011,AllSex,Pancreas,3,0.0
Waitemata,2011,AllSex,Pancreas,42,5.2
West Coast,2011,AllSex,Pancreas,2,0.0
Whanganui,2011,AllSex,Pancreas,6,4.0
All New Zealand,2011,AllSex,Prostate,584,7.2
Auckland,2011,AllSex,Prostate,34,5.6
Bay of Plenty,2011,AllSex,Prostate,51,10.1
Canterbury,2011,AllSex,Prostate,87,8.8
Capital & Coast,2011,AllSex,Prostate,47,9.7
Counties Manukau,2011,AllSex,Prostate,29,4.8
Hawke's Bay,2011,AllSex,Prostate,24,7.0
Hutt Valley,2011,AllSex,Prostate,18,7.1
Lakes,2011,AllSex,Prostate,19,10.4
MidCentral,2011,AllSex,Prostate,24,6.4
Nelson Marlborough,2011,AllSex,Prostate,19,5.7
Northland,2011,AllSex,Prostate,35,9.7
South Canterbury,2011,AllSex,Prostate,13,9.0
Southern,2011,AllSex,Prostate,44,7.1
Tairawhiti,2011,AllSex,Prostate,2,0.0
Taranaki,2011,AllSex,Prostate,20,8.4
Waikato,2011,AllSex,Prostate,52,7.5
Wairarapa,2011,AllSex,Prostate,12,11.4
Waitemata,2011,AllSex,Prostate,34,3.6
West Coast,2011,AllSex,Prostate,4,0.0
Whanganui,2011,AllSex,Prostate,16,12.4
All New Zealand,2011,AllSex,Unspecified site,368,4.8
Auckland,2011,AllSex,Unspecified site,21,3.3
Bay of Plenty,2011,AllSex,Unspecified site,29,6.2
Canterbury,2011,AllSex,Unspecified site,32,3.0
Capital & Coast,2011,AllSex,Unspecified site,24,5.6
Counties Manukau,2011,AllSex,Unspecified site,30,4.8
Hawke's Bay,2011,AllSex,Unspecified site,18,5.5
Hutt Valley,2011,AllSex,Unspecified site,16,6.1
Lakes,2011,AllSex,Unspecified site,11,6.3
MidCentral,2011,AllSex,Unspecified site,23,7.5
Nelson Marlborough,2011,AllSex,Unspecified site,12,3.8
Northland,2011,AllSex,Unspecified site,18,5.8
South Canterbury,2011,AllSex,Unspecified site,7,5.5
Southern,2011,AllSex,Unspecified site,26,4.0
Tairawhiti,2011,AllSex,Unspecified site,4,0.0
Taranaki,2011,AllSex,Unspecified site,15,6.4
Waikato,2011,AllSex,Unspecified site,35,5.6
Wairarapa,2011,AllSex,Unspecified site,6,6.1
Waitemata,2011,AllSex,Unspecified site,32,3.9
West Coast,2011,AllSex,Unspecified site,2,0.0
Whanganui,2011,AllSex,Unspecified site,7,5.3
All New Zealand,2012,AllSex,Brain,277,4.5
Auckland,2012,AllSex,Brain,26,4.8
Bay of Plenty,2012,AllSex,Brain,11,3.5
Canterbury,2012,AllSex,Brain,43,5.7
Capital & Coast,2012,AllSex,Brain,24,6.7
Counties Manukau,2012,AllSex,Brain,21,3.6
Hawke's Bay,2012,AllSex,Brain,17,6.9
Hutt Valley,2012,AllSex,Brain,9,4.3
Lakes,2012,AllSex,Brain,8,5.6
MidCentral,2012,AllSex,Brain,11,4.3
Nelson Marlborough,2012,AllSex,Brain,5,0.0
Northland,2012,AllSex,Brain,10,3.7
South Canterbury,2012,AllSex,Brain,5,0.0
Southern,2012,AllSex,Brain,24,5.8
Tairawhiti,2012,AllSex,Brain,3,0.0
Taranaki,2012,AllSex,Brain,9,5.5
Waikato,2012,AllSex,Brain,15,3.0
Wairarapa,2012,AllSex,Brain,2,0.0
Waitemata,2012,AllSex,Brain,27,3.7
West Coast,2012,AllSex,Brain,3,0.0
Whanganui,2012,AllSex,Brain,4,0.0
All New Zealand,2012,AllSex,Breast,616,9.3
Auckland,2012,AllSex,Breast,42,7.6
Bay of Plenty,2012,AllSex,Breast,33,8.3
Canterbury,2012,AllSex,Breast,78,10.2
Capital & Coast,2012,AllSex,Breast,40,10.1
Counties Manukau,2012,AllSex,Breast,48,8.3
Hawke's Bay,2012,AllSex,Breast,24,8.3
Hutt Valley,2012,AllSex,Breast,14,7.0
Lakes,2012,AllSex,Breast,20,12.9
MidCentral,2012,AllSex,Breast,21,8.6
Nelson Marlborough,2012,AllSex,Breast,21,6.7
Northland,2012,AllSex,Breast,29,11.6
South Canterbury,2012,AllSex,Breast,13,10.6
Southern,2012,AllSex,Breast,54,11.1
Tairawhiti,2012,AllSex,Breast,11,14.4
Taranaki,2012,AllSex,Breast,16,7.6
Waikato,2012,AllSex,Breast,53,9.7
Wairarapa,2012,AllSex,Breast,5,0.0
Waitemata,2012,AllSex,Breast,76,10.1
West Coast,2012,AllSex,Breast,5,0.0
Whanganui,2012,AllSex,Breast,13,11.1
All New Zealand,2012,AllSex,Colorectal,1260,17.0
Auckland,2012,AllSex,Colorectal,82,12.4
Bay of Plenty,2012,AllSex,Colorectal,74,17.6
Canterbury,2012,AllSex,Colorectal,167,19.1
Capital & Coast,2012,AllSex,Colorectal,67,15.9
Counties Manukau,2012,AllSex,Colorectal,90,14.5
Hawke's Bay,2012,AllSex,Colorectal,57,19.2
Hutt Valley,2012,AllSex,Colorectal,33,14.3
Lakes,2012,AllSex,Colorectal,26,15.4
MidCentral,2012,AllSex,Colorectal,55,18.0
Nelson Marlborough,2012,AllSex,Colorectal,58,19.4
Northland,2012,AllSex,Colorectal,63,20.3
South Canterbury,2012,AllSex,Colorectal,32,23.5
Southern,2012,AllSex,Colorectal,105,18.9
Tairawhiti,2012,AllSex,Colorectal,13,16.6
Taranaki,2012,AllSex,Colorectal,47,21.9
Waikato,2012,AllSex,Colorectal,118,18.9
Wairarapa,2012,AllSex,Colorectal,19,21.9
Waitemata,2012,AllSex,Colorectal,116,13.4
West Coast,2012,AllSex,Colorectal,7,12.8
Whanganui,2012,AllSex,Colorectal,31,22.3
All New Zealand,2012,AllSex,Leukaemia,346,5.0
Auckland,2012,AllSex,Leukaemia,22,3.9
Bay of Plenty,2012,AllSex,Leukaemia,19,5.1
Canterbury,2012,AllSex,Leukaemia,35,3.9
Capital & Coast,2012,AllSex,Leukaemia,22,5.2
Counties Manukau,2012,AllSex,Leukaemia,33,5.6
Hawke's Bay,2012,AllSex,Leukaemia,10,3.4
Hutt Valley,2012,AllSex,Leukaemia,16,7.5
Lakes,2012,AllSex,Leukaemia,6,3.3
MidCentral,2012,AllSex,Leukaemia,8,2.5
Nelson Marlborough,2012,AllSex,Leukaemia,14,4.7
Northland,2012,AllSex,Leukaemia,17,5.6
South Canterbury,2012,AllSex,Leukaemia,7,5.7
Southern,2012,AllSex,Leukaemia,35,6.7
Tairawhiti,2012,AllSex,Leukaemia,6,10.8
Taranaki,2012,AllSex,Leukaemia,15,8.5
Waikato,2012,AllSex,Leukaemia,34,5.4
Wairarapa,2012,AllSex,Leukaemia,5,0.0
Waitemata,2012,AllSex,Leukaemia,38,4.7
Whanganui,2012,AllSex,Leukaemia,4,0.0
All New Zealand,2012,AllSex,Liver,233,3.4
Auckland,2012,AllSex,Liver,24,4.1
Bay of Plenty,2012,AllSex,Liver,9,2.5
Canterbury,2012,AllSex,Liver,24,3.0
Capital & Coast,2012,AllSex,Liver,15,3.8
Counties Manukau,2012,AllSex,Liver,43,7.1
Hawke's Bay,2012,AllSex,Liver,5,0.0
Hutt Valley,2012,AllSex,Liver,5,0.0
Lakes,2012,AllSex,Liver,11,6.8
MidCentral,2012,AllSex,Liver,6,2.5
Nelson Marlborough,2012,AllSex,Liver,6,1.9
Northland,2012,AllSex,Liver,6,2.1
South Canterbury,2012,AllSex,Liver,3,0.0
Southern,2012,AllSex,Liver,12,2.4
Tairawhiti,2012,AllSex,Liver,2,0.0
Taranaki,2012,AllSex,Liver,7,3.8
Waikato,2012,AllSex,Liver,28,5.0
Wairarapa,2012,AllSex,Liver,3,0.0
Waitemata,2012,AllSex,Liver,20,2.4
West Coast,2012,AllSex,Liver,3,0.0
Whanganui,2012,AllSex,Liver,1,0.0
All New Zealand,2012,AllSex,Lung,1626,23.1
Auckland,2012,AllSex,Lung,112,19.8
Bay of Plenty,2012,AllSex,Lung,104,24.5
Canterbury,2012,AllSex,Lung,169,19.7
Capital & Coast,2012,AllSex,Lung,71,16.7
Counties Manukau,2012,AllSex,Lung,137,22.6
Hawke's Bay,2012,AllSex,Lung,76,27.7
Hutt Valley,2012,AllSex,Lung,55,24.9
Lakes,2012,AllSex,Lung,48,28.1
